"year","Station","BiomIndex"
2011,"1",103.067794799805
2011,"2",46.6232948303223
2011,"3",96.0341033935547
2011,"4",0
2011,"5",57.065616607666
2011,"8",0
2011,"12",0
2011,"16",0
2011,"17",0
2011,"21",0
2011,"24",20.6523456573486
2011,"25",2.67278218269348
2011,"27",0
2011,"28",0.449874252080917
2011,"31",0
2011,"33",0
2011,"34",0
2014,"60",188.563858032227
2014,"61",15.7660160064697
2014,"62",15.1773118972778
2014,"67",21.3576240539551
2014,"22",181.454223632812
2014,"23",91.0460052490234
2014,"26",117.152435302734
2014,"30",6.07242298126221
2014,"32",12.0612812042236
2014,"35",61.9398422241211
2014,"36",0
2014,"38",21.4123153686523
2014,"69",102.684700012207
2014,"72",12.9622449874878
2014,"75",22.9710655212402
2014,"45",58.7906036376953
2015,"1",5.35991525650024
2015,"2",17.8299236297607
2015,"3",122.132873535156
2015,"4",0
2015,"5",91.0270614624023
2015,"6",44.5288619995117
2015,"8",0
2015,"12",6.76773881912231
2015,"16",0
2015,"17",0
2015,"21",0
2015,"24",0
2015,"25",10.1729011535645
2015,"27",2.67995762825012
2015,"28",10.1182079315186
2015,"31",0
2015,"33",0
2015,"34",0
2015,"37",0
2015,"43",0
2015,"44",16.1344394683838
2015,"46",6.51715850830078
2015,"47",0
2015,"48",0
2015,"49",1.83977282047272
2015,"50",0
2015,"55",6.83662700653076
2015,"56",25.3228664398193
2015,"57",63.7447128295898
2015,"63",0
2015,"64",0
2015,"65",0
2015,"66",0
2015,"68",0
2015,"70",0
2015,"71",0
2015,"73",0
2015,"74",0
2015,"76",29.0419921875
2015,"9",67.9834213256836
2015,"10",122.375617980957
2015,"13",41.4026145935059
2015,"14",57.1541976928711
2015,"18",57.7284812927246
2015,"19",109.769714355469
2015,"29",16.73606300354
2015,"51",88.0010604858398
2015,"53",243.193420410156
2015,"54",51.5238304138184
2015,"58",165.637802124023
2015,"59",27.182430267334
2015,"60",119.473014831543
2015,"61",4.37544107437134
2015,"62",17.1189136505127
2015,"67",20.0996837615967
2015,"22",9.02257633209229
2015,"23",0
2015,"26",81.7113647460938
2015,"30",0
2015,"32",0
2015,"35",61.5296440124512
2015,"36",16.4899444580078
2015,"38",42.277702331543
2015,"69",53.2163047790527
2015,"72",13.9467191696167
2015,"75",6.56316184997559
2015,"45",152.320892333984
2016,"1",201.871917724609
2016,"2",50.3218765258789
2016,"3",230.219863891602
2016,"4",14.1928377151489
2016,"5",138.947555541992
2016,"8",0
2016,"12",0
2016,"16",0
2016,"17",15.806282043457
2016,"21",4.07462978363037
2016,"24",0
2016,"25",0
2016,"27",0
2016,"28",0
2016,"31",0
2016,"33",0
2016,"34",0
2016,"37",0
2016,"43",123.008544921875
2016,"44",170.833648681641
2016,"46",0
2016,"47",51.7122459411621
2016,"48",0
2016,"49",11.4855327606201
2016,"50",6.31704330444336
2016,"55",98.9396667480469
2016,"56",150.66276550293
2016,"57",63.1704330444336
2016,"63",1.66813695430756
2016,"64",0
2016,"65",0
2016,"66",0
2016,"68",0
2016,"70",0
2016,"71",1.69548344612122
2016,"73",9.27046585083008
2016,"74",15.9430141448975
2016,"76",15.4781227111816
2016,"6",66.9133071899414
2016,"9",16.0797462463379
2016,"10",110.233779907227
2016,"13",42.1683158874512
2016,"14",42.0862770080566
2016,"18",78.3477478027344
2016,"19",68.160888671875
2016,"29",12.4153146743774
2016,"51",95.1385040283203
2016,"53",70.1949844360352
2016,"54",83.543586730957
2016,"58",116.303619384766
2016,"59",43.016056060791
2016,"60",71.4978179931641
2016,"61",61.803108215332
2016,"62",33.8002815246582
2016,"67",37.1912498474121
2016,"22",78.8281173706055
2016,"23",55.3055038452148
2016,"26",86.8251647949219
2016,"30",0
2016,"32",4.23398303985596
2016,"35",14.4389562606812
2016,"36",46.4623947143555
2016,"38",38.6406173706055
2016,"69",54.9117851257324
2016,"72",13.5365219116211
2016,"75",9.13373374938965
2016,"45",61.8433647155762
2017,"1",39.1875457763672
2017,"2",22.8890266418457
2017,"3",140.916458129883
2017,"4",2.47076177597046
2017,"5",155.179824829102
2017,"6",59.9553184509277
2017,"8",0
2017,"16",0
2017,"17",0
2017,"21",0
2017,"24",0
2017,"25",0
2017,"27",0
2017,"28",0
2017,"31",0
2017,"33",0
2017,"34",0
2017,"37",0
2017,"43",15.8609743118286
2017,"44",50.098804473877
2017,"46",0
2017,"47",11.570951461792
2017,"48",0
2017,"49",0
2017,"50",0
2017,"55",41.0823936462402
2017,"56",283.037231445312
2017,"57",76.0174713134766
2017,"63",0
2017,"64",0
2017,"65",0
2017,"66",7.11009168624878
2017,"68",0
2017,"70",0
2017,"71",0
2017,"73",0
2017,"74",15.2320041656494
2017,"76",10.2822866439819
2017,"10",226.351165771484
2017,"13",0
2017,"14",94.4821853637695
2017,"18",16.8181018829346
2017,"29",1.81061351299286
2017,"51",110.738487243652
2017,"53",188.34504699707
2017,"54",127.970672607422
2017,"58",224.414962768555
2017,"59",6.62429285049438
2017,"60",114.815338134766
2017,"61",0
2017,"62",8.62704277038574
2017,"67",13.4005260467529
2017,"22",0
2017,"23",0
2017,"26",39.8900756835938
2017,"30",0.596683084964752
2017,"32",0
2017,"35",5.76793622970581
2017,"36",4.84033203125
2017,"38",16.3808612823486
2017,"69",11.2997817993164
2017,"72",0
2017,"75",33.27001953125
2017,"45",37.8268623352051
2018,"1",142.858154296875
2018,"2",9.66445159912109
2018,"3",144.124694824219
2018,"4",20.291109085083
2018,"5",100.560119628906
2018,"6",52.5104560852051
2018,"8",0
2018,"12",0
2018,"16",0
2018,"17",17.884614944458
2018,"21",0
2018,"24",0
2018,"25",6.61785507202148
2018,"27",0
2018,"28",0
2018,"31",0
2018,"33",0
2018,"34",0
2018,"37",0
2018,"43",31.2067947387695
2018,"44",153.550643920898
2018,"46",3.28158092498779
2018,"47",0
2018,"48",0
2018,"49",0
2018,"50",0
2018,"51",110.510284423828
2018,"55",126.067405700684
2018,"56",150.099212646484
2018,"57",5.90103006362915
2018,"63",0
2018,"64",0
2018,"65",0
2018,"66",0
2018,"68",5.90684604644775
2018,"70",0
2018,"71",0
2018,"73",0
2018,"74",0
2018,"76",43.8091049194336
2018,"9",42.9762191772461
2018,"10",136.541122436523
2018,"13",15.7789354324341
2018,"14",205.820419311523
2018,"18",112.997817993164
2018,"19",94.6843566894531
2018,"29",16.2711734771729
2018,"53",83.4807586669922
2018,"54",95.8754653930664
2018,"58",195.986389160156
2018,"59",14.2107334136963
2018,"60",54.6959495544434
2018,"61",11.0479898452759
2018,"62",55.6256256103516
2018,"67",11.5949192047119
2018,"22",17.0248718261719
2018,"23",7.28172302246094
2018,"26",54.9617652893066
2018,"30",0
2018,"32",0
2018,"35",48.5295944213867
2018,"36",10.9112567901611
2018,"38",33.5288619995117
2018,"69",47.0633392333984
2018,"72",42.5511665344238
2018,"75",0
2018,"45",164.372543334961
2019,"3",77.6528854370117
2019,"31",0
2019,"49",0
2019,"1",10.4741611480713
2011,"37",0
2011,"43",6.8539662361145
2011,"44",13.5248165130615
2011,"46",0
2011,"47",0
2011,"48",0
2011,"49",0
2011,"50",0
2011,"55",97.1091690063477
2011,"56",96.9897689819336
2011,"57",24.5298175811768
2011,"63",1.5234203338623
2011,"64",0
2011,"65",0
2011,"66",0
2011,"68",0
2011,"70",0
2011,"71",2.12163257598877
2011,"73",76.6796035766602
2011,"74",107.236434936523
2011,"76",12.6758680343628
2011,"6",13.3477172851562
2011,"9",22.8545074462891
2011,"10",102.788589477539
2011,"13",3.47465515136719
2011,"14",27.6804962158203
2011,"18",43.3234062194824
2011,"19",0
2011,"29",23.8440113067627
2011,"51",30.3063259124756
2011,"53",154.403289794922
2011,"54",25.2661533355713
2011,"58",121.254264831543
2011,"59",24.6636981964111
2011,"60",185.336334228516
2011,"61",12.1070804595947
2011,"62",12.2914171218872
2011,"67",22.0205955505371
2011,"22",0
2011,"23",0
2011,"26",53.850772857666
2011,"30",0
2011,"32",0
2011,"35",50.7063293457031
2011,"36",12.2982540130615
2011,"38",14.7145767211914
2011,"69",25.5827884674072
2011,"72",38.3350219726562
2011,"75",41.3383369445801
2011,"45",97.4446792602539
2012,"46",0
2012,"47",0
2012,"48",0
2012,"50",0
2012,"55",6.60723972320557
2012,"56",170.330780029297
2012,"57",71.7572402954102
2012,"63",3.19985556602478
2012,"64",0
2012,"65",2.15010333061218
2012,"66",0
2012,"70",9.34592437744141
2012,"71",0
2012,"1",24.1066341400146
2012,"2",6.72724103927612
2012,"3",122.707046508789
2012,"4",10.5849580764771
2012,"5",172.757659912109
2012,"8",0
2012,"12",0
2012,"16",0
2012,"17",0
2012,"21",7.35103034973145
2012,"24",0
2012,"25",1.69548344612122
2012,"27",0
2012,"28",0
2012,"31",0
2012,"34",0.161136642098427
2012,"37",0
2012,"43",11.6496124267578
2012,"44",62.8422775268555
2012,"73",9.95412826538086
2012,"74",0
2012,"51",162.6025390625
2012,"53",316.515960693359
2012,"54",39.871208190918
2012,"58",333.398834228516
2012,"59",2.46118593215942
2012,"60",150.216522216797
2012,"61",2.73465085029602
2012,"62",1.05849575996399
2012,"67",0
2012,"6",51.1976890563965
2012,"9",23.5726890563965
2012,"10",321.860107421875
2012,"13",6.95954513549805
2012,"14",130.169387817383
2012,"18",13.3997888565063
2012,"19",40.203311920166
2012,"29",15.431755065918
2012,"69",15.8609743118286
2012,"72",42.3870849609375
2012,"22",124.177536010742
2012,"23",75.6005935668945
2012,"26",93.3609771728516
2012,"30",0
2012,"32",18.3768539428711
2012,"35",65.5757827758789
2012,"36",0.656316220760345
2012,"38",43.0980949401855
2012,"45",55.8440628051758
2013,"1",40.8596954345703
2013,"2",0
2013,"3",84.4841232299805
2013,"4",0
2013,"5",132.849334716797
2013,"8",0
2013,"12",0
2013,"16",0
2013,"17",0
2013,"21",0
2013,"24",0
2013,"25",0
2013,"27",0
2013,"28",0
2013,"31",0
2013,"33",0
2013,"34",0
2013,"37",0
2013,"43",33.920711517334
2013,"44",32.2415351867676
2013,"46",0
2013,"48",0
2013,"49",0
2013,"50",0
2013,"55",49.3572158813477
2013,"56",187.068481445312
2013,"57",92.0483474731445
2013,"63",0
2013,"64",0
2013,"65",0
2013,"66",0
2013,"68",0
2013,"70",0
2013,"71",9.8447437286377
2013,"73",0
2013,"74",7.73906135559082
2013,"76",52.3685607910156
2013,"6",228.341461181641
2013,"9",36.4255485534668
2013,"10",248.392120361328
2013,"13",4.10197639465332
2013,"14",25.3775596618652
2013,"18",24.9812507629395
2013,"19",10.7766408920288
2013,"29",0.984474241733551
2013,"51",150.188095092773
2013,"53",188.454452514648
2013,"54",56.0876922607422
2013,"58",251.040954589844
2013,"59",0
2013,"60",175.216156005859
2013,"61",0
2013,"62",6.07092475891113
2013,"67",0
2013,"22",18.7086868286133
2013,"23",20.9477615356445
2013,"26",63.1977844238281
2013,"30",4.10197639465332
2013,"32",13.1263236999512
2013,"35",40.9287071228027
2013,"36",18.5409317016602
2013,"38",10.2053203582764
2013,"69",13.9920320510864
2013,"75",21.3302745819092
2013,"45",39.1029472351074
2014,"1",121.78205871582
2014,"2",46.6531410217285
2014,"3",115.571006774902
2014,"4",115.812461853027
2014,"5",238.945236206055
2014,"6",274.002227783203
2014,"8",0
2014,"12",1.42201840877533
2014,"16",0
2014,"17",20.5571022033691
2014,"21",2.89872980117798
2014,"24",0
2014,"25",2.24241375923157
2014,"27",0
2014,"28",0
2014,"31",0
2014,"33",2.57057166099548
2014,"34",0.738355755805969
2014,"37",0
2014,"43",298.924682617188
2014,"44",63.9087867736816
2014,"46",2.25266313552856
2014,"47",13.0250539779663
2014,"48",0
2014,"50",0
2014,"55",118.51976776123
2014,"56",292.959381103516
2014,"57",70.9915313720703
2014,"63",0
2014,"64",0
2014,"65",0.919036269187927
2014,"66",0
2014,"68",0
2014,"70",2.67995762825012
2014,"71",0
2014,"73",15.5601634979248
2014,"74",51.0832786560059
2014,"76",61.228832244873
2014,"9",31.5441226959229
2014,"10",326.079742431641
2014,"13",0.322273284196854
2014,"14",69.6242065429688
2014,"18",151.198837280273
2014,"19",55.939037322998
2014,"29",20.9373092651367
2014,"49",3.7464714050293
2014,"51",194.150405883789
2014,"53",232.912048339844
2014,"54",82.1489105224609
2014,"58",257.385314941406
2014,"59",14.0014123916626
2019,"2",0
2019,"4",0
2019,"68",0
2019,"70",1.42201840877533
2019,"71",0
2019,"73",60.4357833862305
2019,"74",14.8218069076538
2019,"76",0
2019,"66",0
2019,"65",0
2019,"64",0
2019,"63",0
2019,"57",11.0915718078613
2019,"56",45.0396957397461
2019,"55",14.876501083374
2019,"50",13.0716304779053
2019,"48",0
2019,"47",0
2019,"46",0
2019,"44",6.39175319671631
2019,"43",35.0687446594238
2019,"37",0
2019,"34",0
2019,"33",0
2019,"28",0
2019,"27",0
2019,"25",0
2019,"24",0
2019,"21",0
2019,"17",0
2019,"16",0
2019,"12",0
2019,"8",0
2019,"6",88.0183486938477
2019,"5",39.4247627258301
2019,"10",86.6337356567383
2019,"14",68.885856628418
2019,"19",85.8302001953125
2019,"67",13.2904033660889
2019,"62",16.1344413757324
2019,"61",2.87138319015503
2019,"60",72.4040679931641
2019,"59",23.3265705108643
2019,"58",72.9680404663086
2019,"54",74.8747329711914
2019,"53",62.1981811523438
2019,"51",91.4193725585938
2019,"29",1.26223695278168
2019,"18",14.5483427047729
2019,"13",0
2019,"9",10.9112567901611
2019,"22",7.38500785827637
2019,"23",33.478702545166
2019,"26",117.80876159668
2019,"30",5.3052225112915
2019,"32",13.8373327255249
2019,"36",48.9693565368652
2019,"69",104.791816711426
2019,"72",56.5799255371094
2019,"75",26.5808067321777
2019,"38",54.0913925170898
2019,"35",44.7662353515625
2019,"45",121.066581726074
2019,"45bis",92.3669204711914
2020,"5",68.5850372314453
2020,"28",0
2020,"65",0
2020,"76",9.37985229492188
2020,"71",0
2020,"46",0
2020,"2",8.94230842590332
2020,"12",0
2020,"17",0
2020,"25",0
2020,"31",0
2020,"50",5.3712215423584
2020,"73",20.2364158630371
2020,"1",75.9760589599609
2020,"3",38.961124420166
2020,"4",1.36732542514801
2020,"6",67.6236801147461
2020,"8",0
2020,"16",0
2020,"21",0
2020,"24",0
2020,"27",0
2020,"33",0
2020,"34",0
2020,"37",0
2020,"43",8.3253927230835
2020,"44",10.7961549758911
2020,"47",18.9511299133301
2020,"49",0
2020,"55",16.3788299560547
2020,"56",88.0284118652344
2020,"63",0
2020,"64",0
2020,"66",0
2020,"70",0
2020,"74",0
2020,"54",57.3377876281738
2020,"61",0
2020,"67",0
2020,"9",31.5022125244141
2020,"18",129.212265014648
2020,"51",66.8895645141602
2020,"13",6.09827136993408
2020,"14",20.0883674621582
2020,"19",68.7626266479492
2020,"29",6.71402645111084
2020,"57",50.2209167480469
2020,"59",0
2020,"30",0
2020,"35",23.0257606506348
2020,"38",59.2051887512207
2020,"26",92.1030426025391
2020,"32",12.6067409515381
2020,"36",31.0656337738037
2020,"69",55.8415718078613
2020,"72",22.6702556610107
2020,"75",7.82110166549683
2020,"45",121.595687866211
2020,"45bis",44.7414360046387
